timestamp,ir_raw,ir_filtered
1769239884.45011,241830,-9051.68491766648
1769239884.5107646,241887,-9084.571465026616
1769239884.5501783,241778,-9112.403029122137
1769239884.611425,241338,-9135.162111054433
1769239884.6512523,241284,-9153.082920124589
1769239884.7113667,241373,-9166.580999022111
1769239884.7510486,241440,-9176.05475200465
1769239884.8112607,241563,-9181.778958332134
1769239884.851186,241568,-9183.906508747707
1769239884.911564,241510,-9182.522525102146
1769239884.951278,241511,-9177.70924503912
1769239885.0114222,241524,-9169.559580628187
1769239885.0527117,241569,-9158.150230355253
1769239885.1124082,241626,-9143.517798695351
1769239885.1521516,241696,-9125.646433671824
1769239885.2123373,241763,-9104.466066383746
1769239885.252015,241848,-9079.858238831957
1769239885.312337,241959,-9051.659524884371
1769239885.3521655,241944,-9019.676128940111
1769239885.4121306,241502,-8983.785816261508
1769239885.452263,241297,-8944.104046746434
1769239885.5122466,241268,-8901.001853298552
1769239885.5532134,241283,-8854.941040227603
1769239885.6135597,241305,-8806.33222703466
1769239885.6538289,241343,-8755.490913427087
1769239885.7134228,241325,-8702.640022440568
1769239885.7531948,241336,-8647.931633122813
1769239885.813133,241377,-8591.460019145532
1769239885.8530614,241406,-8533.255616232082
1769239885.913359,241475,-8473.280157350231
1769239885.953123,241499,-8411.431515971948
1769239886.0145261,241550,-8347.55825089548
1769239886.0541239,241565,-8281.479315622853
1769239886.1144474,241657,-8212.994380648684
1769239886.1541843,241704,-8141.880777383451
1769239886.214382,241838,-8067.887067805823
1769239886.254098,241917,-7990.729279858133
1769239886.3146033,241966,-7910.105450422767
1769239886.3541985,241683,-7825.773681594905
1769239886.4145706,241224,-7737.715941469709
1769239886.4541872,241176,-7646.2423430967065
1769239886.5152721,241162,-7551.872418961477
1769239886.5551903,241176,-7455.135716329714
1769239886.6150486,241219,-7356.480046034884
1769239886.6551611,241243,-7256.253929387047
1769239886.7152026,241235,-7154.714516097486
1769239886.7551055,241204,-7052.057580138322
1769239886.8150713,241278,-6948.434536871327
1769239886.855169,241306,-6843.936327899808
1769239886.9153714,241359,-6738.580637278675
1769239886.9561157,241397,-6632.322619955463
1769239887.0162752,241447,-6525.0693163648475
1769239887.056111,241538,-6416.68528839959
1769239887.1164265,241641,-6306.9864121560695
1769239887.1559074,241745,-6195.734787652583
1769239887.2162135,241845,-6082.648793052985
1769239887.256003,241905,-5967.427294214844
1769239887.3161733,241553,-5849.833638425019
1769239887.3559124,241246,-5729.8584783873885
1769239887.417338,241173,-5607.793971598351
1769239887.456984,241198,-5484.106569975641
1769239887.517231,241295,-5359.255543324673
1769239887.5570738,241332,-5233.599822336395
1769239887.6171055,241398,-5107.3901200958435
1769239887.6571848,241382,-4980.798316920045
1769239887.7171652,241383,-4853.9553642325245
1769239887.756976,241432,-4726.972272941474
1769239887.8175054,241480,-4599.928755444127
1769239887.85691,241531,-4472.858781304565
1769239887.9183555,241584,-4345.753342972113
1769239887.9579875,241653,-4218.567244050807
1769239888.018241,241735,-4091.220798450751
1769239888.0579293,241812,-3963.600716222822
1769239888.118472,241951,-3835.5599006425614
1769239888.15795,241893,-3706.9330445322944
1769239888.2180457,241483,-3577.6435909616716
1769239888.2584624,241384,-3447.851534875425
1769239888.3185458,241424,-3317.9294380728425
1769239888.358935,241469,-3188.289053464085
1769239888.4193566,241547,-3059.268273523551
1769239888.4588077,241584,-2931.111859009178
1769239888.5194407,241561,-2803.9943054811483
1769239888.5588863,241605,-2678.0553080886352
1769239888.6194885,241678,-2553.4025728605334
1769239888.6590862,241724,-2430.0908342527923
1769239888.7190473,241812,-2308.117069543101
1769239888.7589836,241844,-2187.430375348815
1769239888.820441,241919,-2067.946873989698
1769239888.8599994,241931,-1949.5670916693032
1769239888.920448,242034,-1832.1862919360076
1769239888.959916,242063,-1715.6935202739628
1769239889.0203714,241645,-1600.0351561089094
1769239889.0599804,241501,-1485.3567893053405
1769239889.1202145,241496,-1372.0189165192287
1769239889.1599367,241533,-1260.4423782162587
1769239889.2200632,241548,-1150.9862923272235
1769239889.2602303,241555,-1043.9260136746764
1769239889.3214822,241510,-939.4733194436184
1769239889.3609612,241469,-837.8060751386054
1769239889.4210432,241514,-739.0761007788861
1769239889.4610758,241583,-643.3773858930087
1769239889.5214534,241731,-550.7004692061228
1769239889.5609155,241771,-460.9141858869289
1769239889.6213648,241853,-373.7928969217577
1769239889.6610308,241884,-289.0599702095873
1769239889.7211802,241931,-206.41834846309138
1769239889.7620447,241959,-125.57170281935
1769239889.8223758,242010,-46.23645776057978
1769239889.8618364,242020,31.851244419838267
1769239889.922579,241497,108.8559582235327
1769239889.9619265,241364,184.69360528417025
1769239890.0222251,241376,259.0409644314097
1769239890.0622396,241391,331.52508562295355
1769239890.122283,241413,401.8487330754631
1769239890.1621106,241389,469.8011959226692
1769239890.222971,241322,535.2295033509204
1769239890.263141,241280,598.004390027097
1769239890.3234684,241278,658.0144707929541
1769239890.3631644,241341,715.1959586906985
1769239890.4235513,241447,769.5762312706171
1769239890.462899,241542,821.3027109931604
1769239890.5229719,241621,870.6366753634832
1769239890.5631957,241671,917.9182514849743
1769239890.6236343,241740,963.5279329104409
1769239890.6629114,241757,1007.8573278316862
1769239890.7240126,241836,1051.2884533219697
1769239890.7641478,241872,1094.1854467927083
1769239890.8244338,241475,1136.8334330782925
1769239890.8639219,241208,1179.2900890642504
1769239890.9242268,241199,1221.3398125082647
1769239890.9638398,241275,1262.6529742943794
1769239891.0245683,241301,1302.9543826947502
1769239891.0641716,241345,1342.067173886004
1769239891.1243072,241277,1379.8829909172346
1769239891.1639855,241215,1416.311055775978
1769239891.2251995,241185,1451.2441627558064
1769239891.2652245,241232,1484.5752896735296
1769239891.3249283,241334,1516.2497512244463
1769239891.3857799,241390,1546.3051429591023
1769239891.4295459,241543,1574.8783468400004
1769239891.4752195,241578,1602.1943390568824
1769239891.5250118,241635,1628.5322250387055
1769239891.565144,241649,1654.1774820577036
1769239891.6250203,241619,1679.383822734598
1769239891.6660788,241287,1704.3033861578729
1769239891.725977,240961,1728.8664051880348
1769239891.766146,241005,1752.7545290445632
1769239891.8260193,241069,1775.5623600441982
1769239891.8658376,241156,1796.9747079385932
1769239891.92607,241215,1816.8167103613032
1769239891.9665034,241148,1835.0169507539297
1769239892.0261369,241102,1851.5381434261087
1769239892.0659733,241100,1866.3354124458704
1769239892.1269064,241165,1879.3773281267652
1769239892.1715364,241211,1890.687416732076
1769239892.227037,241280,1900.3606206996337
1769239892.2670958,241346,1908.5576184144877
1769239892.3273358,241424,1915.495289832766
1769239892.3669465,241530,1921.4401844483448
1769239892.427198,241564,1926.697222794018
1769239892.4668756,241291,1931.5400449916872
1769239892.5271115,240808,1936.04402288777
1769239892.5668163,240741,1939.9711235818486
1769239892.6284163,240701,1942.8789796817018
1769239892.6679237,240685,1944.3156018333536
1769239892.7281313,240732,1943.9136773344098
1769239892.768176,240727,1941.4156727371299
1769239892.8284256,240706,1936.6674134720008
1769239892.8681502,240694,1929.589011138796
1769239892.9283247,240746,1920.1651073179655
1769239892.967804,240774,1908.4588919846829
1769239893.0285041,240822,1894.617517982194
1769239893.0691197,240851,1878.8595311405013
1769239893.1294568,240886,1861.4564791988864
1769239893.168806,240954,1842.7198023313117
1769239893.228962,241034,1823.000570934962
1769239893.268926,241133,1802.693716122336
1769239893.3291318,241188,1782.2296731450913
1769239893.3690183,240814,1761.994189126534
1769239893.4290447,240350,1742.1397571903492
1769239893.4694104,240266,1722.4734655306686
1769239893.5304773,240213,1702.5876773536859
1769239893.5700784,240179,1682.0579810603642
1769239893.630256,240209,1660.5330979679434
1769239893.6700969,240170,1637.7583251593774
1769239893.7301238,240168,1613.5712218156073
1769239893.77032,240195,1587.8906023562995
1769239893.8300698,240253,1560.726079666449
1769239893.870899,240307,1532.1899711320793
1769239893.9303498,240359,1502.4908515930106
1769239893.9712117,240403,1471.9125387609572
1769239894.031293,240447,1440.789723986933
1769239894.0707374,240514,1409.4901581218814
1769239894.1313221,240628,1378.4124669221546
1769239894.170857,240732,1347.9941286833493
1769239894.2308738,240911,1318.7169369086077
1769239894.270982,240811,1291.0783625652177
1769239894.3316293,240308,1265.4437026858473
1769239894.371087,240138,1241.853377981583
1769239894.4321601,240131,1220.0400881646588
1769239894.4722176,240121,1199.6269996707424
1769239894.5322528,240181,1180.2661068568661
1769239894.572084,240207,1161.6804993319547
1769239894.632324,240185,1143.6629223989771
1769239894.6720219,240201,1126.048799574799
1769239894.7321324,240241,1108.7058907799083
1769239894.7721086,240299,1091.5497741735046
1769239894.8323705,240364,1074.5570204828662
1769239894.872111,240421,1057.7641752328257
1769239894.9332445,240478,1041.2557136656987
1769239894.9731324,240509,1025.1455847802863
1769239895.0335712,240638,1009.5681135308988
1769239895.0727684,240702,994.6870939728857
1769239895.133344,240396,980.6460224332245
1769239895.1733062,240165,967.424138480206
1769239895.232874,240139,954.773317345172
1769239895.2730277,240163,942.3317037187167
1769239895.3331654,240185,929.7586648650235
1769239895.374984,240196,916.7812135711838
1769239895.4343917,240126,903.1792723683138
1769239895.4739265,240148,888.7584384496679
1769239895.5343995,240232,873.3615157341047
1769239895.574185,240325,856.9153410673626
1769239895.634339,240456,839.4605438109999
1769239895.673964,240516,821.1460629401124
1769239895.7340436,240607,802.1977034285142
1769239895.7740712,240651,782.8815639914286
1769239895.8353121,240715,763.4766964416989
1769239895.875018,240763,744.2562646059453
1769239895.935249,240908,725.4878886007748
1769239895.9751549,240981,707.4495269693904
1769239896.0353496,240626,690.3714962096445
1769239896.0750513,240398,674.2774917640486
1769239896.1353967,240326,658.9191857780886
1769239896.1835377,240352,643.8983396387238
1769239896.2351887,240332,628.8104024102612
1769239896.2751336,240369,613.3020348176864
1769239896.3362923,240317,597.0760439642236
1769239896.3757775,240301,579.876088117952
1769239896.4362872,240356,561.4832569377483
1769239896.4774535,240401,541.7444263414602
1769239896.5363479,240576,520.6095649221594
1769239896.5758197,240650,498.1567993277821
1769239896.636116,240725,474.57761413091663
1769239896.6757631,240772,450.12712939505514
1769239896.7362208,240843,425.08687451457115
1769239896.776966,240897,399.7497751007021
1769239896.8373318,240958,374.4106600826483
1769239896.8770223,241079,349.3646813980602
1769239896.9372675,241222,324.9243304015005
1769239896.983364,241268,301.42570337274515
1769239897.0370283,240781,279.12565013550244
1769239897.0771425,240603,258.01323957144524
1769239897.137289,240618,237.78790195584702
1769239897.1818063,240627,218.04273426509778
1769239897.2380798,240660,198.4066781500389
1769239897.2778127,240683,178.5768647151175
1769239897.3382864,240672,158.31418148887235
1769239897.377923,240661,137.42483489024912
1769239897.438384,240753,115.75712206894922
1769239897.4792237,240843,93.2332605026051
1769239897.5385492,240927,69.8762367345648
1769239897.5780582,241013,45.80177373747004
1769239897.6384346,241065,21.193086577128636
1769239897.6779077,241118,-3.7282062625056325
1769239897.7390032,241175,-28.7259649974884
1769239897.7791011,241232,-53.5603913917138
1769239897.8391404,241363,-77.9841593718454
1769239897.8789902,241459,-101.72708792191446
1769239897.939387,241590,-124.48991662884075
1769239897.97897,241313,-146.00138294922533
1769239898.0393357,240998,-166.1709896481575
1769239898.0790586,240982,-185.18379485321586
1769239898.1395855,241039,-203.3877814287193
1769239898.182688,241061,-221.12387268324505
1769239898.2399278,241103,-238.6646561011625
1769239898.280276,241110,-256.22118855799704
1769239898.3401155,241074,-273.9641208098721
1769239898.380021,241148,-292.03900758904757
1769239898.4402254,241249,-310.5419094766717
1769239898.4803014,241292,-329.4862532073677
1769239898.5402431,241381,-348.80911912157586
1769239898.5798872,241409,-368.3950400500509
1769239898.6411815,241469,-388.0969070476762
1769239898.680914,241492,-407.75480274508027
1769239898.740993,241623,-427.1981087734578
1769239898.78103,241682,-446.2302736674648
1769239898.8412757,241352,-464.678897558852
1769239898.8807747,241119,-482.5429447146054
1769239898.9411538,241075,-500.05425784990837
1769239898.9809086,241108,-517.557466764171
1769239899.0410767,241114,-535.3693315725665
1769239899.0818746,241138,-553.7292651325855
1769239899.14205,241084,-572.8090153757421
1769239899.1852696,241077,-592.7382750804336
1769239899.2419207,241122,-613.6089517445618
1769239899.2823153,241209,-635.4439013787877
1769239899.3421073,241343,-658.1591437392472
1769239899.382097,241386,-681.5548934266664
1769239899.4420354,241486,-705.3443769582219
1769239899.4826446,241515,-729.1915344169896
1769239899.5431232,241573,-752.7406370550156
1769239899.5830352,241621,-775.638288188019
1769239899.643313,241719,-797.5375010667383
1769239899.6829147,241810,-818.0883853686493
1769239899.743008,241665,-836.9638500975343
1769239899.7833164,241322,-853.9751988861443
1769239899.8430479,241084,-869.2026138481582
1769239899.8830078,241096,-882.9756368802492
1769239899.94302,241074,-895.7131092084234
1769239899.9830787,241079,-907.7976690106491
1769239900.044323,241068,-919.5456145374338
1769239900.0839624,241007,-931.2166726323272
1769239900.144057,240996,-943.0315245005733
1769239900.184865,241027,-955.1681087098191
1769239900.2437224,241135,-967.7248249378923
1769239900.2843156,241238,-980.680471155705
1769239900.344213,241302,-993.8880675655442
1769239900.3841722,241370,-1007.1072471458763
1769239900.4441185,241427,-1020.0420830415692
1769239900.4846902,241465,-1032.3684397534864
1769239900.54516,241539,-1043.7538565537052
1769239900.5850012,241613,-1053.8633230570902
1769239900.6449816,241763,-1062.3492215990577
1769239900.6848822,241801,-1068.846070667304
1769239900.7452126,241318,-1073.0650760488736
1769239900.7849104,241069,-1074.9885531096925
1769239900.8452816,241072,-1074.9109173522768
1769239900.884889,241085,-1073.254682024642
1769239900.9462547,241119,-1070.4063666755594
1769239900.9877605,241127,-1066.6746904485365
1769239901.0459664,241076,-1062.3061897539314
1769239901.0858932,241055,-1057.5164348838152
1769239901.1462553,241117,-1052.4938505102646
1769239901.1916144,241186,-1047.3636095195045
1769239901.2459836,241290,-1042.154053979805
1769239901.2859728,241350,-1036.793455618083
1769239901.3457801,241421,-1031.1320009260808
1769239901.3860245,241464,-1024.9723102009516
1769239901.4472392,241522,-1018.0942664099056
1769239901.48746,241554,-1010.2729101762425
1769239901.5469422,241669,-1001.2840653359813
1769239901.586583,241511,-990.923018383796
1769239901.6472468,241144,-979.109071489766
1769239901.686812,241106,-965.9950964867404
1769239901.7472708,241146,-951.8995863502834
1769239901.7867913,241186,-937.1412490778849
1769239901.8470502,241220,-921.9619960572685
1769239901.8867042,241204,-906.5347803726507
1769239901.9479744,241123,-891.0017310108515
1769239901.9892044,241118,-875.5106154683898
1769239902.048047,241217,-860.1985743344022
1769239902.0877898,241283,-845.134764910931
1769239902.148245,241432,-830.2846387074165
1769239902.187717,241510,-815.5076706907416
1769239902.2479424,241590,-800.5809400238606
1769239902.2878702,241605,-785.2450579542863
1769239902.3482652,241673,-769.2449804689593
1769239902.3889132,241716,-752.3449083595518
1769239902.448999,241321,-734.3852286980127
1769239902.4894736,241030,-715.428025633612
1769239902.5491643,240947,-695.8165452368706
1769239902.5889993,241014,-676.0317767082404
1769239902.6492333,241022,-656.5135450975183
1769239902.6888363,241032,-637.5959998327568
1769239902.7492793,241005,-619.5252740350735
1769239902.788925,240947,-602.4925833645243
1769239902.8502398,240900,-586.6613640838315
1769239902.8899155,240927,-572.1684724273698
1769239902.950149,241010,-559.0876996137035
1769239902.9917884,241065,-547.3902760643123
1769239903.0502112,241199,-536.9328085047987
1769239903.0896428,241272,-527.4620251662386
1769239903.1499572,241317,-518.640780096409
1769239903.1897326,241380,-510.09290437421737
1769239903.2500532,241434,-501.43244258613134
1769239903.2898743,241479,-492.2770871219587
1769239903.3511317,241395,-482.2790946281703
1769239903.3906431,240968,-471.22496449190425
1769239903.4511623,240624,-459.1843075087706
1769239903.492681,240601,-446.52779521368257
1769239903.5510225,240637,-433.7436132872819
1769239903.5907724,240622,-421.255090932407
1769239903.6511183,240614,-409.3770132126002
1769239903.6907454,240539,-398.34403807861753
1769239903.7523475,240448,-388.348510176776
1769239903.7917278,240437,-379.5609378189047
1769239903.8519707,240488,-372.1030839387457
1769239903.8916316,240561,-365.9967297208762
1769239903.9520884,240694,-361.13001351708823
1769239903.9935966,240778,-357.2507296334105
1769239904.052283,240829,-353.9947950084046
1769239904.0916507,240913,-350.93477813285676
1769239904.152101,240948,-347.61474539358045
1769239904.1949823,241011,-343.5744925467638
1769239904.252909,241093,-338.36499670431175
1769239904.2933178,241171,-331.54929430568365
1769239904.3529193,240925,-322.74621898379024
1769239904.3926423,240575,-311.7670379298183
1769239904.4530773,240455,-298.71934142053203
1769239904.4943,240442,-283.93050439066826
1769239904.553172,240471,-267.78130097085636
1769239904.5926597,240480,-250.60627178155593
1769239904.6539621,240435,-232.68127185299903
1769239904.6937647,240363,-214.2551836705984
